label,sentence
1,"Menší objem nádržky na prach ,ale odpovídá popisu"
1,"Po dvou letech odejde baterka, nutno vyměnit"
0,"Robusní a výkoný ale zároveň velmi lehký a stabilní vysavač z nereznoucí oceli a velmi pevného pružného plastu, což samozřejmě platí o všech jeho částech včetně příslušenství"
1,Chybí indikace že už je akumulátor nabitý
0,Dostatečně robustní pro použití na stavbách apd. Tlačítko pro očištění filtru
0,Je ihned připraven k pouziti
1,Zástrčkový konektor (uvidíme kolik vydrží) - rovné kontakty by byly asi lepší. Jen jeden filtr (uvidíme kolik vydrží)
1,Není hubice s kartackem
1,Nekvalitní provedení viz popis níže. Krátká šňůra i hadice. Nejedná se o průmyslový vysavač
1,Cca po týdnu užívání žádné
0,"Ideální na běžné vysávání prachu a drobných nečistot (lino, popř. tvrdé podlahy). Šikovný design a praktické dobíjení. Dobrá manipulace, jednoduché a intuitivní ovládání"
0,Mohl by byt lehci
0,Bez sáčků s velkou nádobou na nečistoty
0,"Výborně saje, dobrá obsluha a manipulace s vysavačem"
0,Dobře vysává zvířecí chlupy. Vysavač je opravdu tichý
0,Silný výkon- nemusí hučet naplno
1,Mohla by být o něco delší přívodní el. šňůra
1,"I při nejnižším výkonu je velká síla sání, takže po koberci se s nástavcem pohybuje jen obtížně (byl to dárek pro starší paní a ta s ním vysává obtížně). U nástavce upadává pojezdové kolečko"
0,"Vzsavač  jsem vyzkoušela na mokré čištění a jsem opravdu spokojená , jak s výkonem tak s čisticí schopností.           v"
1,Snad jen skladovatelnost je horší.spíše se hodí pro někoho kdo má dosti místa na uskladnění
0,Hledal jsem výkonný vysavač za rozumnou cenu
1,Mohla by být delší hadice (např. při vysávání ve výšce)
1,Kabel není příliš dlouhý
1,Při mytí pod nábytkem se nástavec uvolňuje. při zapnutí na vysoký výkon se rychle vybíjí ( ne 40 min). Při užívání jako druhý příruční vysavač je dost drahý
0,Na svou 'velikost' výkonný
1,Při čištění rohů sedačky byla postříkána i zem. Chce to cvik jak trubici natočit aby voda nestříkala mimo požadovaný prostor
0,"Lehce ovladatelný, dobře saje, levný"
0,Skvělá je omyvatelná nádoba na prach
0,Využíváme v kancelářských prostorech a je naprosto dostačující
1,Kolečka u sací násady
0,Dobra vydrž a sací schopnost
1,Bylo by dobré i madlo k uchopení vysavače i nahoře
0,Turbo nástavce skvěle chytají vlasy a zvířecí chlupy. Jednoduché ovládání síly sání. Super přepínání sání při změně povrchu. Výborná vychytávka na hadici pro přímé vysátí bez nástavce (židle)
0,"Sací výkon, manipulace, l"
0,Více možností co se týká použití
0,Jen na vysávání auta
0,"Solidní výkon, systém one+"
0,Kdykoliv je po ruce a snadno se s ním uklidí kdejaký čurbes
0,"Vysává perfektně na tvrdých podlahách, je lehký, dlouhá hadice i el. kabel, objemný koš na bordel, dobře se nosí i po schodech a je tichý"
1,"Časté vyměňování, doplňování vody, manipulace (je těžký),hlučný"
0,Je to darek k vanocum. tak zatim nevim
1,"Představovala jsem si za tu cenu vyšší výkon, ale to asi od ručního vysavače člověk prostě nemůže chtít (kočičí chlupy z gauče či z deky prostě nevysaje)"
0,"Vysaje dobře i koberec s kočičími chloupky. Za tu cenu, spokojenost -  překvapil"
0,Velice nám vyhovuje ruční vysavač na rychlý úklid po dětech
0,"Velmi účinný, silný tah"
1,"Teleskopická trubka je krátká (měřím 185cm), clkem složité vyprázdnění filtrů a pak velmi obtížné zasunutí cyklonu zpět do těla"
0,"Mám vysavač bosch jen krátce, zatím sto procentní spokojenost!"
1,"Vysoký sací výkon hůř vysává koberce - přisátí vysavače ke koberci a jeho horší manipulace při vysávání, je nutné použít sílu"
0,Lehce vyčistím a hotovo
1,"Když je nádoba na odpad prázdná, je méně stabilní"
1,Při vysávání koberců se zvedá i koberec
1,Jen mohl mít  kovové trubky
1,Hadice by mohla být delší
0,"Jeden z nejlepších tyčových vysavačů na trhu, kvalita zpracování, kvalita vysávání, jednoduchá obsluha, vysávání a vytírání v jednom cyklu"
1,"Výrobce v návodu uvádí, že je nutné vymotat celý obsah navíječe přívodního kabelu, před zahájením vysávání. přijde mi to dost nelogické, protože pak nechápu k čemu naviják slouží. ale chápu technická omezení a případné zahřívání přívodního kabelu"
0,"Vodní filtrce, výkon, široké použití,jednoduchost"
0,"Dobrý sací výkon, dlouhá sací hadice, široké příslušenství"
0,"Bez sáčků, nekolísavý sací výkon, čisté vysávání, snadná manipulace"
1,"Nic zasadniho - delsi doba nabijeni, ale nabijim pres noc, tak nevadi"
1,Pred kazdym pouzitim se musi vysavac sestavovat
1,"Vysavač nemá  klapku,nejde ubrat sací výkon,takže vysát např. běhoun je velice náročné"
0,Pěkné uchycení na stěnu
1,"Na hladkem povrchu (dlazba,plovoucka) nevysaje vse. musi se s nim misto parkrat prejet.ale neni to nic dramatickeho"
1,"Není k poznání, kdy je baterie nabitá"
1,Na nošení je dost těžký
0,"Vysává dobře, hodnocení 'a' na všechny podlahy vč. koberců"
0,"Žádné sáčky, zadny prach při  čištění vysavače"
0,Naprosto úžasný rotačníkartáč na čalounění.pokud bydlíte s domácími čtyřnohými mazlíčky naprosto skvělá záležitost
0,"Kvalitní sací výkon, bohaté příslušenství, tichý"
0,"Dobrý výkon pro nadrobený nepořádek , je hned po ruce, má vysouvací hubici a dostane se i do nepřístupných míst a tím pádem není třeba hledat žádné přídavné zařízení"
1,Hlučnější než uvádí výrobce
0,Pohyb i do stran
1,"Při použití jinych kartacu jde po podlaze těšce.horši přenašeni vysavače.zdá se mi,že by mohl být tižši"
1,"Sací hadice měká , při nasazení úchytek na hadičky k praní koberců došlo k jejímu promáčknutí"
0,"Dokonale vyluxuje, nejlepší vysavač co jsem měla. spokojenost"
1,"Zatím nic, krátká doba"
1,"Provedení odpovídá ceně - působí trochu chatrně, složitější čištění po ukončení vysávání než u rainbow"
0,"Nemusím kuovat sáčky, vysavač je lehce přenosný"
0,Velký sací výkon. snadná manipulace. snadné čištění nádoby
0,"Na tento vysavač jsem četla jen samé doporučení, proto jsem se rozhodla zakoupit"
0,Robi to na co som ho kupil a tym bolo vysavat podlahu a parkety po chlpoch od zvierat
0,Skvělý pomocník do domácnosti. promyšlený do detailů. snadná manipulace i udžba
1,Typ  s koncovým písmenem w se od typu wa liší v chybění přídatných nástavců. u jiných výrobců jde o standard nezávislý na typu. zákazník by měl být o tomto rozdílu informován
0,"Menší rozměr, výhodné pro přenášení a manipulaci např. při zátoveň s vrtačkouodsávání omítky při vrtíní"
0,Nízká cena a v této cenové kategorii slušný výkon
1,"Hned začla vrzat kolečka, nedrzi vytazeni kartace na hlavici"
1,"Zdá se mi, že sací síla není až tak velká, ale na denní úklid to stačí"
0,Tyčový vysavač miele má velmi dobré parametry a vysávání je účinné
0,"Je fakt skvělý, perfektně se ovládá, je silý, skvěle použitelný na koberec i podlahu"
1,"Není horní držadlo, odvětrání vysavače není směrem nahoru ale do zádu"
1,"Rychle se zanáší filtry, takže je potřeba ho každou chvíli vysypat a ideálně profouknout filtry kompresorem protože jinak už tak slabý tah je po ucpání filtrů tak malý, že nemá cenu s ním vůbec vysávat. Když vysávám podlahu, tak turbokartáč sice pod sebe nahrne hrubou nečistotu, ale vysavač nemá sílu to vysát a když ho trochu zvednu, tak se nečistoty rozmetají znovu po místnosti tím turbokartáčem, takže můžu uklízet znovu"
1,Už mizí z trhu
0,Systém dva v jednom a výborná baterie s rychlým dobíjením
1,Nepraktické vysouvání teleskopické tyče (krkolomné). Rotační kartáč se obtížně čistí - nejde vyndat (nebo jsem nepřišla na to jak)
0,"Výrobek je domácí ,,eta',dobrá cena a líbil se tvar"
1,Malá nádoba na prach
1,Chybí malá hubice na čalounění
0,Tichá turbohlavice na čalounění
1,Vydrží opravdu jen 15 min. ale u těchto výrobků je to normální
1,Velmi malý výkon vysavače
1,"Možná někomu může vadit, že nemá navíjecí el. šňůru"
1,"Návod a obrázky v návodu nedostatečné, problémy se sestavením jednotlivých komponentů"
0,Přívodní šňůra je hoooodně dlouhá
0,"Spinac se zapne a jede to, netřeba držet tlačítko"
1,Madlo by mho být uživatelsky příjemnější
1,Nema indikaci plneho nabití
1,Mohla být větší nádoba na odpad
0,"Snadná manipulace, rychlé vyčištění podlahy i koberce - pes v bytě"
0,Vhodný i do velkého bytu
1,Jen hadice je tuhá a krátká
0,"Výborná sací schopnost , je lehký a dobré příslušenství"
0,Velmi dobře vysává kočičí chlupy
0,"Tichý chod, dobrý výkon"
1,"Hubice na koberce vůbec po koberci nejezdí - drhne, ale to bylo i u toho electroluxu, ale zřejmě postačí zastřihnout či úplně vyndat kartáček, zatím používám starou"
1,Žádnou jsem zatím neobjevil. V balení nejsou náhradní filtry do motoru
0,"Opravdu tichý, malý a výkonný"
1,Malý výkon sání 
1,Filtr není omyvatelný - škoda že není dodán 1 náhradní
0,"Levné sáčky do vysavače einhell te-vc 1925 sa textilní 10ks 700kč +-50kč nebo padne i hecht  ekf1001 sáček pro model hecht 8212, 8314(z). Filtr se muže klidně několikrát vyklepat pokud se neprotrhne  ( skládaný papírový ). Možnost připojit velké množství el. nářadí o odběru max 2600w. Mokré vysávání je ok jen nezapomenout vyndat pap.sáček a filtr prohodit. jinak si budete obědnávat nové sáčky i filtr"
1,Jsem zvyklá na pohyblivý kloub na ovládání
0,Vysava dobre i na nejnizsi vykon (nizka hlucnost)
1,Držení vypínače v době vysávání
0,"Výborně poměr kvality a ceny, skladný"
0,Za tu cenu super. táhne jak das
1,"Moc se mi nelíbí,lock systém na sací"
0,"Velký sací výkon, velký objem nádoby na vodu, nízké těžiště - nemá snahu se převracet, nízká váha"
0,Sací výkon. lehká manipulace. dlouhá sací trubice
0,V jednom čase vysaje i vytře
0,Nemenim kazdou chvili sacek
1,Trochu nesikovne reseny drzak
0,Výborná kvalita a známý výrobce
0,"Je učelny ,tichy ,viceučelny"
0,"Vysavač doporučuji, protože za ty peníze má opravdu dobrý výkon!"
1,Vyšší cena ale odpovídá kvalitě
0,Cena - pomer ceny /uzitnych vlastnosti. Kombinace uzitnych vlastnosti (vysavac /mokre cisteni ). Pozitivni ohlasy ostatnich uzivatelu
1,"Vyjmuti baterie a nadoby na prach je silove narocne. Ohebna hadice asi tak po roce praskla, ale byly me vraceny penize, takze toto je druhy stejny vysavac"
0,Malý ale výkonný vysavač
1,Snad jen vyšší hlučnost
0,"Super kartáče (na topení, na pelech, na pohovku)"
0,"Vodní filtr, vodní čištění, cena,"
1,"Hadice mohly být lepší,ale jinak vyhovuje"
0,"Nízká váha, snadná manipulace"
1,Při nastavení maximálního sacího výkonu dost hlučný - odhad téměř 90 db (výrobce udává 86 db). Mírně větší rozměry (daň za provedení 2 v 1)
0,Velmi lehký-zvládne i moje 7letá dcera. Nabijení cool-má to stojanek v balení
1,"Je trochu tezsi, teleskopicky nastavec by mohl byt delsi. Hubice 3 v 1 je sice pekna, ale obtizne se s ni manipuluje ve stisnenych prostorech"
1,Snad je jen trošku těžší
1,"Postrádám štíhlou hubici, kterou bych se dostala do rohu"
1,Na jedno nabití by mohl vydržet déle
1,Hranatá trubka. nelze použít jiná příslušenství
0,Zásuvka na ruční strojky
1,"Občasné přisátí k podkladu, nutno vždy správně nastavit sací výkon, ale je to spíše otázka praxe"
0,"I když vypadá robustně, tak je lehký"
1,Zatím se nic nepokazilo
0,"Nízká spotřeba, dobrý sací výkon"
1,Dražší originální sáčky na prach
1,Vlasy i chlupy namotané na kartáč se relativně složitě dostávají dolů - kartáč nelze z nástavce vymontovat
1,Dost rychle se vybíjí .mám 1.5 ah li-ion
0,"Již jsem měla rapido a po 8 letech odešel zapínač jinak naprostá spokojenost, kéž by vydržel také tolik let"
1,Není náhradní hadr na vytírání
0,Vysaje i menší nečistoty v autě. Balení obsahuje příslušenství k vysavači (úzká trubice apod.). Za tu cenu spokojenost
1,"Bez baterie, ale to bylo v popisu"
0,"Silný sací výkon, bezsáčkový a velké plus turbonástavec!"
0,"Podobný starším modelům,mnohem kvalitnější, tišší, lepší druh baterie, kratší doba nabíjení, oproti pokročilejším a luxusnějším modelům o dost levnější"
1,Menší objem nádoby při odsávání třeba od intenzivního hoblování
0,"Vysavač má dobrý výkon. Vysavam na druhý stupeň ze čtyřech a tah je perfektní. Není těžký , zvládnu s ním vysávat hodinu s přehledem , jak podlahy tak i nábytek ( určitě bych zvládla i delší vysávání). Vysavač se dostane všude je opravdu variabilní. Snadné vysypávání nádoby na prach"
0,Stále připraven k použití a perfektně vysává
0,"Vysavač je lehký, snadno se s ním manipuluje, dobře vysává, je okamžitě k dispozici bez nutnosti tahání kabelu a hadice, poslouží stejně jako klasický vysavač, který již téměř nevyužíváme"
0,Adekvátní nádoba na nečistoty
0,Velmi dobry saci vykon
0,Velmi vhodné pro domácnosti s chlupatými čtyřnohými mazlíčky
0,Celková kvalita úklidu s použitím vodní filtrace
0,Je to krátká doba na hodnocení
0,"Velký výkon, lehký, snadná manipulace"
1,Poměrně malá nádobka na saponát pro mokré čištění
1,Šňůra mohla být navíjecí. Součástí tepovače mohla být trubice na čištění čalounění
0,Perfektně uklízí hladké povrchy i hladké koberce. Velký sací koš s výměnným sáčkem
0,"Dobrý sací výkon, tichý chod, 2 úrovně výkonu, ruční vysavač"
1,"Větší vůle mezi dvěmi částmi teleskopické roury, cena sáčků"
1,Dlouhá doba nabíjení aku
1,Uchycení hadice při přechodu na držadlo
0,"Poměrně lehký, snadná manipulace"
1,Pri nejvyssim vykonu hlucnejsi
1,"Trochu jako vysavač 'pro panenky', samý plast, nic pořádně nedrží pohromadě"
1,"Kratší přívodní kabel, lépe by bylo 10-12m. Pro vyšší postavy (nad 180cm) je teleskopická tyč krátká, nutné se někdy ohýbat"
0,"Vybrala jsem si ho hlavně kvůli skupině a na koberce, které můj starý vysavač dobře nezvladala a jsem spokojena. Výhoda nádoba na prach místo klasických sáčku a vydrží několik vysávání"
1,"Jediná vada je to,že není návod na použití vysavače v češtině"
1,Během vysávání se rozpojuje trubice
1,Vysoká cena filtrových sáčků
0,Skvělý výkon sání a praní koberců a sedačky naprosto perfektní. V celku tichý chod
0,"Univerzální vysavač pro suché a mokré vysávání. pokud se dokoupí skládaný filtr nemusí se nic měnit mezi přechodem suché/mokré. Velmi špinavou sedačku vyčistil dobře, již po druhém čištění zmizely téměř všechny skrvny - lepší výsledek než od objednané firmy na čištění pohovek a koberců. lze pužít i na tvrdé podlahy, které jsou odolné vůči vlhkosti (dlažba + linoleum )"
0,"Jednoduchost konstrukce vysavače, dobře se čistí, dobře pere koberce i čalounění, snadno se se s ním pracuje, výborná cena"
0,Vysává skvěle chloupky našeho mazlíka z gauče. Dvě možnosti intenzity vysávání
0,Nemusím kupovat náhradní sáčky
0,"Máme psa, takže vysáváme i několikrát za den a nemusíme vyndavat velký vysavač"
0,"Překvapivě lehoučký vysavač, skvěle vysává"
0,"Jde o klasického 'vodníka', není tedy třeba kupovat papírové pytlíky"
1,Zatím nic. ale mám ho jen chvilku
1,Závit u držadla se po při prvním zametání utrhl
0,Ve své cenové kategorii je to velice kvalitní vysavač se spoustou nástavců
1,Nástavec na koberce by mohl být vypracovanější
1,"Držák na zeď, raději bych odkládací stojan na zem někam do rohu"
0,"Sací výkon,  příslušenství, disain"
0,Zatím jsem ho použila jednou. saje dobře. jsem zvyklá na jiný vysavač a tak si na něj musím zvyknout
0,Malí a perfektně saje opravdu mě mile překvapil ;)
0,"Skvělý nástavec na vysávání pevných podlah, tvarem se dostane všude a vysaje i smetí přímo u stěny/nábytku. Velice dlouhý kabel do zásuvky"
1,"Není vhodný pro vysávání extra jemného stavebního prachu (např. po broušení sádrové omítky) - i přes vysávání do vody/přes originální filtrační sáček dochází k mírnému zanášení motoru. Příslušenství by mohlo být lepší, doporučuji zakoupit sadu pro čištění automobilu, které využijte i v domácnosti (v základu jsem postrádal kartáče a úzkou štěrbinový nástavec). Nelze zakoupit hepa filtr"
0,Za tu cenu super
1,"Uchyt sběrné nádoby je slabinou, předpokládám že se časem zničí"
0,"Skvěle vysává drobky, chlupy. Vhodný při rychlém úklidu (např. po dětech či zvířatech) před návštěvou. Filtr se snadno vyklepe a nedělá kolem nepořádek. Vhodný na různé povrchy (dlažba, parkety, koberec)"
0,"Vysavač je vždy připraven,právě proto,že je do zásuvky"
1,Přívodní kabel by mohl být delší. Kartáč by mohl být širší o několik cm
0,Mnoho funkcí. proti ostatním podobným vysavačům je lehčí
0,Velmi oceňuji osvětlení plochy před přístrojem. a velmi účinný na úklid po domácích mazlíčcích
1,"Hroznej kravál, asi jako když startuje mig 21, ale toho vy nepamatujete"
1,"Trochu hlučnější, 'křehké' spojení jednotlivých částí sací hlavice a nástavce"
0,Je kdykoliv k dispozici. Nelze pomocí péra vyčisti a vyprášit zásobník smetí
0,Je to můj velmi dobrý kamarád. Splnil moje očekávání :-)
0,"Zajímavý produkt, velký výkon, pěkný design"
1,"Umývanie vnútrajšku vysávača po každom použití, inak už svieti červená kontrolka a neťahá poriadne a výkon prudko klesá"
1,"Pár drobností by se našlo, třeba tělo vysavače by mohlo být umístěno trochu výš aby se člověk dostal i pod nižší skřínky"
1,"Malinko hlučnější, ale s tím se při výkonu počítá"
1,Konstrukce se mi zdá né moc pevná
1,"Myslela jsem, že objednávám vysavač, který je na videu. je trochu matoucí k nabízenému zboží připojit video o produktu, který se teprve bude prodávat. Při vysávání prachu zabudovaným kartáčkem np. z nábytku, prach není beze zbytku vysát do vysavače, trochu ho ulpí na rukojeti"
1,Jediná barevná - modrá verze s dálkovým ovládáním
0,"Za pár korun velmi dobrý výkon, snadná obsluha"
0,"Systainer kompatibilní s ostatními pro nářadí festool, možnost spojení s ostatními krabicemi, snažší přenášení i díky popruhu"
1,Nejsou sáčky do vysavače
1,"Uzka hadice, když s tím vysává pořádny chlap tak existuje riziko zlomeni, nebo prasknuti"
1,Menší zásobník na smetí
1,"Křehce působící plastové kryty sáčku na prach a na příslušenství. Chybí madlo pro přenášení ve vodorovné poloze. Sloty pro 'zaparkování' hubice postrádají vypínač. Teleskopická trubka se musí silně narazit na hadici, jinak může vypadnout"
1,Po mesici shorel motor
0,Jsme zatím velice spokojeni
1,"Klasicka hubice na vysavani se neda zaparkovat na tele vysavace - i kdyz samotna hubice to umouznuje. K vzteku jsou 2 packy ktere drzi horní cast s motorem spolu se spodni - u meho kusu je musim tlacit neumernou silou nezli docvaknou. Nemila je absence regulace sani na hadici- takove to soupatko - i kdyz 99%vysavani je na plny vykon, obcas je nutno napr. psovi vysat pelech a zde by se hodilo trosku ubrat na sile :-)"
0,Dobrý výkon jednoduché čistění
0,Je stále po ruce
1,Méně pohodlné čištění ve srovnání s běžnými vysavači s papírovým sáčkem
1,"Návod k obsluze má mizerný fotky, takže při prvním použití jsem dlouho bádal co a jak. Čištění po použití je dost náročný"
1,"Možná trubice by mohly být 'tvrdší', maličko se prohýbají ale nebojte se, nezlomí se :)"
0,Je okamžitě k použití
0,"Slušně vysává, užitečné dodatečné hubice, výborný poměr kvalita/cena, poměrně tichý"
0,"Věděla jsem, co chci a hledala jsem slušnou cenu"
1,Snesl by jistě ještě o malinko větší sací výkon
0,Integrovany kartac v rukojeti
0,"Výborný vysavač s výbornými parametry. Postupně si ho koupila celá rodina a několik známých. Sací výkon, filtrace + rotační kartáč = 100% spokojenost"
0,Splňuje požadavky na své určení
1,"Poměrně veliký, horší manipulce, vše z plastů"
0,Super mohu jen a jen doporučit
1,"Při vysavani se občas uvolni rukojet vysavace, ale nevadí to"
0,Pocitově nízká hladina hluku. Dobře filtruje jemný prach
0,Opravdu silný vysávací výkon. Hubice na chlupy od mazlíčků
1,Vyšší cena oproti starším typům
0,"Velmi kvalitní vysavač, který má jednu dost podstatnou vadu. ta spočívá v čerpadle, které po delší době nefunguje"
0,"Velká nádrž na čistou i špinavou vodu, 2 rotační kartáče. Perfektně vydrhnou koberec,dobrá manipulace s přístrojem"
0,"Silný sací výkon (možná až příliš - koberce nutno vysávat na nejnižší výkon a i tak budete mít co dělat, abyste hubici po koberci rozjezdili)"
1,"Kratka snura,obcas spadava vysavaci hlavice"
1,Nemám absolutně žádná negativa
0,"Dobrý výkon, perfektní manipulace"
0,"Dobrý sací výkon, jednoduché ovládání"
1,"Reakce na dálkové ovládání má cca 1s zpoždění, je třeba si zvyknout"
1,Chybí madlo pro snadnější přenášení
0,Opravdu velmi tichý chod
1,"Drahý za hodně peněz málo muziky. Inzeruje mini rotační kartáč, ale v balení chybí"
0,Velké plus za nástavec na čalounění. Nástavec na koberce je opravdu výborný ještě když máme 2 psy a kočku
0,Dobrá cena - výkon
0,Kvalitní výrobek za super cenu. Používám každý den a žádný problém
0,Dobry vykon a manevrovaci funkce
1,"Pouzivam uz 3 roky a zatim nic co se tyce funkcnosti, jen kdyz se nabiji dioda sviti porad cervene, takze neni videt kdyz je nabity"
1,"Hodně slabé trubky, mohou se zlomit"
1,"Možná jinak bych řešil regulaci výkonu a ustájení , zabírá moc místa"
0,"Úspora pracnosti úklidu,dokonalé  čištění,dezinfekce"
0,"Přednost bez-sáčkového řešení je super!. Cena je k extra výkonu výsostná!. Rozhodně doporučuji především těm, kdo podléhají mámení prodejců. oproti jejich předraženým krámům za desetitisíce má tento výrobek poměr cena/výkon úžasně vyladěný!"
1,Není to fakt ani quasi průmyslový vysavač
0,Výborný pro snadný a rychlý úklid
0,Mám ho při ruce u linky a kdykoliv můžu vysát nepořádek při vaření a nematlám po lince pořád hadr
0,"Nejlepší ruční vysavač na 230v. už mám dva (doma+chalupa) . Před tímto typem jsem měl tři jiné od různých výrobců, ale zdaleka nedosahují sacího výkonu jato tento. všechny tři jsou v kontejneru na electro"
1,"Musím nadzvedávat aby vysál žmolky, jinak nechává proužky s prachem. Mám zapnuto stále  na nejvyšší výkon páry, jinak mám pocit, že to moc nevytírá"
1,Hadice by mohla být delší. min.o 50cm. lépe o 1m. tvorba statického náboje po celém povrchu vysavače(závisí na druhu materiálu koberce)
1,"Textilní sáček se velmi špatně vyprazdňuje,. Pro svou velikost, horší manipulace s nádobou na špinavou vodu"
0,"Dobrý cena, výkon ani při delším vysávání jemnějšího prachu neklesá"
1,Pri niektorých zariadeniach neodsáva 100%. napr. som to skúšal pri priamočiarej píle a nobolo to ono
0,I přes malý příkon velmi silný tah. Dobře řešený kloub hubice
0,Možnost připojení nástrojů s odsáváním
0,"V ceně 6 nástavců na hadici. Teleskopickou trubici lze zacvaknout do těla vysavače pro úsporu místa při skladování 2 způsoby, ve vertikální i horizontální poloze"
0,"I při nejnižším stupni vysává a přitom není skoro slyšet,. Rotační kartáč opravdu vysaje všechny vlasy"
1,"Taktéž cena za sáčky, pokud se rozhodnu vysávat přímo do pytle a prach nepřesypávat je poněkud větší, cca 120,-/ks. no nic zdražím služby"
1,"Těžší manipulace, dlouhá šňůra zavazí při vysávání"
1,Zatím žádné mám krátce
1,"Příliš malý sací výkon, vysaje prach, vlasy, chlupy domácích mazlíčků a podobné nečistoty z hladké plochy, problém nastává při čištění koberců a podobných ploch"
1,"Možná trochu větší hlučnost, ale zřejmě standard - jako 90 procent vysavačů"
0,"Do stolárny k ručnímu nářadí a na úklid u zákazníka super. Doma na stavbě a úklid auta , taky super"
1,Mohla by byt delsi teleskopicka tyc
1,"Vydržel jen 1 rok, neměl držák na zeď, špatná kontrola  nabíjení"
1,Nemá filtry v základním vybavení
0,"Produkt je lehky, tichy, snadna manipulace, vykonny, skvela vydrz baterie, na vsechny druhy podlah i koberce, bezdotykove vyprazdnovani prachove nadoby"
1,Zanechává příliš zbytečně široké nevytřené okraje po stranách a vpředu. Nezajede např. pod konferenční stolek jako vysavač
1,Strasně krátký napájecí kabel 230v. Mohl by být lepší kartáč na konci hadice
0,Sáčky se dají velmi snadno koupit
1,"Při použití mopu má stroj velký odpor a obzvláště na hrubších podlahách je namáhavé ho obsluhovat. muž zvládne bez problémů, ženám doporučuji zvážit vlastní fyzickou kondici před pořízením stroje"
0,"Ideální pro úklid v bytě, kde jsou domácí mazlíčci. Skvělý systém 2v1, kdy je kartáček na nábytek přímo na hubici. Vysavač je lehký, dobře se s ním manipuluje"
1,"Dost dlhe nabijanie 12h. Starsi typ baterie nimh. Kratka doba vysavania 15 min, ael staci"
0,Super pro každý den
1,"Špatně vysává například kamínky v autě a smetí z koberců  . vypínač musíte stále držet, při delším vysávání bych uvítal možnost zapnout nastálo"
1,"Malé sání,nesvítí kontrolka pokud je vysavač nabitý,ale na vysávání auta není"
0,"Nízká sací hlavice, snadná manipulace při vysávání. Dostatečný výkon pro vysávání plovoucí podlahy a dlažby. rotační kartáč lze snadno vyjmout, pro uvedený účel je zcela zbytečný"
1,Mohl by být lehčí a tižší
1,Mohl by být delší kabel
1,"Snad jen že jde špatně opřít o stěnu v případě potřeby - padá do boků, jinak má svojí dobíjecí stanici kde stojí jak svíčka"
0,"Velký výkon,tichý chod,líbivý vzhled,perfektní provedení"
0,Silný a velmi dobře vysává.poměr cena a výkon je vynikající
1,"Na výrobku je poznat 'made in china' - opracování výlisků,. Sem tam něco drhne"
0,"Vše funguje jak má, jsem spokojen"
1,Hlucnost pri plnem vykonu
0,Velký akční rádius - dlouhý kabel i hadice. Nemusím se při vysávání ohýbat
1,Snesla bych i větší výkon a delší šňůru :-)
1,Naprosto nefunkční zpětné profukování filtru
1,"Cena je sice vyšší, nicméně dle mého soudu se nákup této úklidové pomůcky vyplatí"
0,"Proti předchozímu  vysavači lepší výkon a tišší, zatím spokojenost"
0,Tento vysavač jsem si koupila hlavně kvůli praní koberců a čalouněného nábytku. ihned jsem ho vyzkoušela.naprostá spokojenost
1,Nádoba na vodu je napevno - nepraktické vylévání a mytí vysavače. Gumová stěrka na pevné plochy se velmi ztěžka pohybuje po dlaždicích
1,Krátká teleskopická sací trubka. sací hadice je z plastu made in china a působí křehkým dojmem
0,Ideální pomocník na menší úklid. velice praktický. sebere vše od vlasů po větší drobky
1,"Nemá pojistky,trubice se do sebe pouze zasouvají,tak že občas vypadnou. Koberce nevysává úplně dobře"
1,"Na nastavci hubice by mely byt kolecka pro pohodlne vysavani, ale bohuzel jsou zde ,, smetacky' ktere toto znemoznuji. navrhoval to asi nekdo, kdo to ani nevyzkousel. pred  nakupem vyzkousejte, at nejste zklamani. Pokud je to v sekci prumyslovy vysavac, mela  by byt delsi privodni snura"
1,"Nepříjemné mytí, ale musí být"
0,"Síla výkonu srovnatelná s rainbowkoupili jsme ho ,že nám rainbow dosloužil za 22 let"
0,Pripojeni k elektrice i v aute do zapalovace
0,Velmi dobrý sací výkon
1,"Nemá prodlouženou hubici, takže se blbě dostává do zúžených prostor"
0,Solidní provedení s praktickou taškou
0,Za tuto cenu perfektní stroj
1,Trubky jsou takový hodně tenký plast
1,"Otec - důchodce a blbě vidí, nerozlišuje tlačítka kabel a vypnutí. doporučuji výrobci, aby provedl barevné rozlišení :-)"
0,Na akumulátorový vysavač skvělý výkon
0,Na začátku se jeví jako dobrý až do
0,"Bez zapojení do zásuvky. Rychlé vysátí menších nečistot. Ihned po nákupu fungoval delší dobu. Vysaje krásně vše (používáme na nepořádek - většinou písek z bot, drobky v kuchyni, od ptactva a hlavně na chlupy od psa). Za mě výborný kup co jsem mohla udělat"
0,"Hepa filtr 13, který snad zachraňuje špatný sáček"
1,"Vysavac nema vrchni madlo, nosi se za sbernou nadobu na prach. Ma sice nastavitelny vykon, ale koberce lze vysavat horko tezko jen na nejnizsi mozny. jinak se prisaje a nejde s hlavici vubec hnout"
1,Mohl by být levnější
1,Vybité akumulátory na nulu!!! což u nimh snižuje životnost!. Ledabylé zabalení = slábé poškrábání plastu
0,Vhodný pro domácí zvěř. Slušně dlouhá teleskopická násada. Kartáček integrovaný rovnou v rukojeti
1,"Zdá se mi menší výkonost, přesto tento výrobek doporučuji"
