label,sentence
0,Perfektní poměr cena vs. výkon. Na výkon který mixém má tak se zdá tichý. Dobře se čistí a má skvělý design do kuchyně. Osobní dopis a jasný návod jak používat
0,Snadné nastavení síly a velikosti kávy. Vyrábí hustou mléčnou pěnu
0,"Hledal jsem vysavač v kategorii a,kvůli dceři alergičce, tiago ji má a to i ve filtrování prachu. no a cena je víc než dobrá i u náhradních sáčků"
0,"Jsem s ním spokojená,hodí se výborně na vše"
1,"Není tak robustní jako minulý model, určitě nevydrží tak dlouho"
1,Nerez jen na přední straně lednice. Horší regulace teploty (nedisponuje žádnou číselnou stupnicí). Regulace teploty pouze odhadem. Nemožnost samostatné regulace zvlášť pro chladničku a zvlášť pro mrazák. Měně místa v mrazáku. Jeden celý box pro úschovu zeleniny
0,"Tichý chod,jednoduchá obsluha,dobře čistitelná(vyjímací drátěné police) a také vnitřní osvětlení"
1,Tupé nože - nutno před použitím nabrousit. Zapínací tlačítko je nutné držet po celou dobu mixování
1,Pračka je bez ohřevu vody
1,"Dvakrat vytekla pena dvermi, prestoze davkovani jsem neprekrocila hm, snad jen spatne zvoleny program na urcity druh oradla, doufam, ze to vychytam"
1,Ztuha jdou otevřít dveře
1,"Někomu může vadit, že led osvětlení displeje dává hodně světla a možná by nebyla špatná jedna police navíc, místo držáků lahví. na vajíčka pouze 6ti místní box"
1,Bez perfektního mlýnku s nastavením hrubosti mletí se espresso tvoří jen velmi těžko. Na mainstreemové mlété vakuované kávy musíte zapomenout
0,Dobře se udržuje a čistí
1,Zvýšila se nám spotřeba kávy i mléka :-d
1,"Jiny pomer dveri, nez u predchozi lednicky"
0,"Plně funkční, hezký design"
0,Vše funguje jak má
1,"Vše vypadá kvalitně - jen vypadá. Chybí dlouhá hubice, jiní výrobci ji v základu dávají. Na spojích všude těsnění - další zdroj poruch od počátku na jednom spoji problémy. Neskutečně drahé nd - již potřebuji těsnění. Hubice na koberec je naprd - jedním směrem klouže dobře, druhým špatně - pokud vysunete ty štětinky, je to o 300% horší. Hubica na lino/plovoučku bordel nevysává, ale z 50% odhodí, odsune. Po chvilce vysávání koberc/plovoučka je vše tak nabyté statikou, že se nabalí neuvěřitelně bordelu na hubici a trubku. Výroba v pl se podepsala :-("
0,"Prádlo je dobře vyprané, pro mne důležité rozměry a ty splňuje"
1,Velmi hlučné napouštění vody
0,"Relativně levný, ale stačí"
0,Je to skvělý pomocník do domácnosti. S tímto 'prošmejdím' celý byt bez kabelu. nemusí se vytahovat celý vysavač s kabelem. Světýlko je super pomocník při luxování
1,"Celkem značná cena, ale doufám, že nic jiného"
1,"Nasada na noze a otvor v motoru jsou z plastu a jiz po prvnim pouziti doslo k takovemu opotrebeni, ze noze prokluzuji a nesekaji"
1,Zástrčka se obtížně vytahuje ze zásuvky
1,"Nože hned po vybalení mi připadají extrémně tupé - rozhodně bych se o ně neříznul i kdybych se hodně snažil. Při mixování ovoce (broskve, třešně, jablka) zůstávají větší (cca 4mm) kousky slupek (asi souvisí s tupými noži). Z bílých uzávěrů lze těžko ručně umýt skvrny od ovoce, ale myčka to jistí"
0,"Kvalitní výrobek, perfektně slouží"
1,"Není možné regulovat sání, hubice se k linu přisaje a jde s ní špatně pohybovat"
0,"Krásný design, velice tichý chod, prostorná"
1,Koupila jsem pro malou na kaše a bohužel velmi zklamal at se snažím sebe vic jídlo nerozmixuje nůž je příliš nízko a potraviny se nedostanou k noži
0,"Vše v jednom: kvalitní souprava na přípravu filtrované kávy, hezká servírovací konvička"
0,Velikost vhodná do malého bytu
1,"V popisu ledničky je uvedeno. Ve skutečnosti max.130cm. a proto nemohu připojit k zásuvce, jenom přes prodlužovací kabel, což je podle předpisu zakázáno ?!. U staré ledničky byl dlouhý kabel"
0,Ukazatel teploty chladničky i mrazáku
0,"Opravdu velký sací tah. Jednoltlivé komponenty do sebe velmi dobře zapadají. Je lehký, dobře se přenáší, je skladný"
0,Výborné vlastnosti a možnost použití nástavců
0,Možnost nastavení teploty vody. Možnost přednastavení oblíbené kávy. Možnost nastavení automatického vypnutí
0,Možnost ovlivnění výsledné chuti
0,Skvěle vysává velké kobercové plochy
1,"První den po zapnutí byla docela hlucnejsi, teď už je to ok. tak doufám, že nemá žádnou vadu"
1,"Snad jen kratší přívodní šňúra, ale s prodlužovačkou není problém"
1,Je větší a je nutné se s ním trochu sžít
1,"Drazsi kapsle, ale elmax nabízí vcelku rozumné ceny"
1,"Je to už třetí kus, první dorazil nefunkční, druhý se rozbil po roce. (přestal fungovat kartáč)"
0,Kvalitní vysavač za dobrou cenu
0,Rychle připraveno k přípravě kávy. Možnost nastavit množství kávy. Barva tlačítka odpovídá barvě kapsle pro lepší orientaci
0,Rozměrově velmi výhodná do menších prostorů
0,Mnoho funkcí. proti ostatním podobným vysavačům je lehčí
1,Nelze nastavit teplota sušení prádla
1,"Přechod z vysávací lišty do vysávací hadice je zůžen a občas se v tomto místě sekne vysávaný předmět. Podle mého názoru je hadice tak dlouhá, že se ztrácí sací výkon"
0,"Automatické čištění, snadné ovládání, mlýnek na kávu, funkce napěnění mléka, dobrá velikost, příznivá cena, dobré předchozí recenze"
1,"Jedine male minus je kvalita slehaci metly, je celkem tenoucka a vypada krehce, nicmene to na funkci nema vliv, jen se s ni musi zachazet opatrne a bohuzel je to u vsech techto pristroju"
0,Výběr e třech druhů espressa. Kontejner na použité kapsle. Elegantní a moderní design
0,Vysavač používáme hlavně na mokré čištění a jsme s ním velice spokojeni
0,Jsem s výrobkem velmi spokojená
0,Povrchová úprava - nezanechává otisky prstů. Výborná madla - lednice se velmi snadno otevírá. Kolečka v zadní části umožňující snadnou manipulaci
1,Nerezová plocha na které stojí hrnky při přípravě kávy se velmi rychle poškrábe
1,Dvířka nejdou otevřít do polohy 180°
0,Jednoduche ovladanie a montaz
0,"Přehledné ovládání, možnosti nastavení, 1600 otáček odstředění"
1,Zatím nás žádná nevýhoda nenapadá i cena podle nás odpovídá kvalitě
1,"Současná kvalita braun už není, co bývala. Cena příslušenství k dokoupení"
1,Chladnička oproti whirpoolu méně chladí
0,Přehledné a jednoduché ovládání. Na to že je pračka úzká vypere 7 kg prádla s přehledem
1,"Nevejdou se do dvířek např. láhve od vína na výšku, nahoru do police pet lahve s vodou"
1,Mohla by mít větší variabilitu nastavení výšky polic v lednici i dveřích
0,"Silný výkon, díky nádobě pracuje skoro sám :-). Mixuje výborně, ale hnětá i chlebové těsto bez obtíží. Pasují hnětací metličky a nádoba s předchozí série. používám při mixování těsta a při mixování krému a nemusím umývat, dávám to do myčky :-)"
0,Rozseká snad všechno na co si vzpomenu
1,"Dost dlouhé programy i po zkrácení. Malá dvířka bubnu, velké prádlo se blbě vkládá i vyndavá. Malý buben, údajně na 6kg, ale buben o čtvrtinu menší než whirlpoolka co byla jen na 5kg. Nepříjemně silná pružina u dvířek bubnu. Při odstřeďování hluk zhruba jako když tryskáč roluje po koupelně (neskáče, ale hvízdá). Fuzzy logic vůbec nefunguje (prázdná bez prádla pere stejně dlouho jak s prádlem). Není možnost prát na 50 stupňů. Přívod vody z vrchu (ne zespodu) - pořeba delší hadice"
1,V poloze 1 hodně rychlé otáčky
0,Pěkná chladnička s dobrou spotřebou el. energie. již mám produkt od této firmy a naprostá spokojenost
0,Dobře se mi s ním pracuje
1,Snad jen skladovatelnost je horší.spíše se hodí pro někoho kdo má dosti místa na uskladnění
1,"Zatím se žádné záporné body nevyskytli, máme ho týden"
1,Není to fakt ani quasi průmyslový vysavač
0,"Dobrý výkon, nízké vibrace, ocelová noha"
1,"Buben se těžko otáčí ručně při kontrole, zda nezůstalo nějaké prádlo přilepené ke stěně. Průchod vody přívodní hadicí nepříjemně píská"
0,"Je skladná, dobře mrazí, funkce rychlomražení nemá chybu"
0,Nemusím kupovat náhradní sáčky
0,"Regulace otáček, kovová noha, praktický sekáček"
1,Nekvalitní materiál na spojce při druhém použití byla opotřebována
1,"Nástavce v příslušenství jsou z evidentně levnějšího plastu, což ale nijak nevadí"
1,"Nemá individální nastavení kvality a chutě kávy. Složité nastavování - jedno tlačítko má více funkcí a tím je obsluha méně přehledná. Ač teplota na maximum, káva je oproti turku chladnější. Digitální display by mohl být detailnější - nutno si pamatovat symboly které nejsou zrovna srozumitelné. Rozborka při údržbě dosti složitá, obzvláště při prvních čištěních. Poměrně drahý provoz- kilo kávy je pryč raz,dva a sní 400,- kč, při započtení pořizovacích výdajů je potřeba si koupi dobře rozmyslet aby stroj časem nezůstal zaprášený ve špajzu - turek jde určitě vyrobit laciněji a rychleji!"
0,"Snadná obsluha, náhradní láhve s různým objemem"
0,"Špičková kvalita zpracování, značka liebherr+"
0,Velká za super cenu
0,"Zatím nejlepší vysavač, který jsem měla. nelituji"
0,Super produkt na takove to domaci kafovani
0,"Hezky vypadá, dobře pere a velmi dobře máchá - prádlo naprosto bez mydlin. (minulou pračku jsme museli po skončení dávat znovu na máchání.)"
1,"Dlouhé časy praní, ale to má ted kazda nová pracka, takze si nevyberete. program jde zkrátit. Popisky programu kolem kolečka jsou v aj"
1,Skleněné police a to i v mrazničce pod šuplíkama
0,Možnost čištění rotačního kartáče
1,Pri nahřívání hodně vibruje
1,Vývod vodovodních hadic je nepraktický pro další napojení zalamují se
0,Jednoduché ovládání a skvělé funkce
0,Kvalitní a chutná káva. Intuitivní a přehledná ovladatelnost
1,"Zatím jsem neobjevil nic, co by mne opravdu štvalo nebo nepříznivě překvapilo"
1,Je příliš malá. 2 litrová láhev se tam nevejde
0,"Koupeno pro manželku,zatím  vše bez problému,uvidíme časem jak dlouho vydrží,vzhledově vypadá hezky,mísa je velká akorát má 2,5 l"
1,Horší kvalita použitého materialu
1,Vydržel jen dva roky a umřel
1,Zatím jsme žádnou nenašli
0,"Tiše pere. odstřeďování už je hlučnější. je stabilní, necestuje. dobré programy a dobře ždíme"
1,Pouze příště koupím dražší typ s indikátorem nabití baterie a nástavci. Jinak se nic nedá vytknout
0,Je hned při ruce spokojenost
1,Dvířka nelze otevřít o 180 stupňů či přehodit (ale to je detail)
1,Krátká hadice pro vypouštění
1,V internetové nabídce je automatické odmrazování. v návodu k obsluze o něm není zmínka
0,"Máme jej v práci již asi 2-3 roky, denně vaříme cca. 10 káv, kávovar funguje spolehlivě, bez problému, včetně funkce napěňování mléka"
1,U předchozích modelů(gas 50) byla výpusť vody z koše
1,Pri prvni manipulaci rezna rana na dlani pres lahev
1,"Málo saje, délka nabíjení je delší než v popisu výrobku"
0,Překvapila mne svým prostorem
0,"Snadné sestavení , použití i mytí"
0,"Má dvě úrovně síly vysávání. Vyšší síla vysávání je celkem slušná. Dá se všechno rozebrat a pěkně umýt. Celkem dobře se s ním manipuluje. Výdrž je dostačující pro vysávání dvoupokojového bytu, kde jsou zvířata a dítě a bílé podlahy"
0,Znám tento mixér od dcery
1,Mohlo být trošku víc místa do výšky na hrnek
0,Veľa príslušenstva priemernej kvality (dá sa očakávať vzhľadom na cenu)
0,"Úsporná a výkonná, spokojenost"
0,"Slušný výkon, snadná obsluha, solidně propracovaný výrobek"
1,Po týdnu používání vůbec nic
0,Možnost foukání na místo vysávání
1,Čekali jsme o trochu tišší ždímání. ale není to žádná hrůza
0,"Jednoducha obsluha, co jsem čekal splňuje"
0,Výborná káva (rozpustné mi nechutná)
1,"Někdy zůstane část kávy nalepena na horní části, ke které"
0,Malý nezabere tolik místa na lince
1,Pouze dva stupně nastavení množství/síly kávy
1,Pro 5 člennou domácnost malá :)
1,Hlučný (vyšší tóny - píská). Nemá nabíjecí stojánek - baterku nutno nabíjet samostatně v nabíječce
1,"Vzájemná nekompatibilita typů tyčových vysavačů eta, malá životnost baterií, resp. dobíjecích akumulátorů"
1,"Trochu hlučnější napouštění a odčerpání vody (vzhledem k ostatní velmi dobré kultivovanosti). Pojistný systém proti vytopení při prasklé hadici je dle návodu ve stavu tak nějak napůl (takže člověk neví, jestli závadné je nebo není) - ale kvůli hadici pračku přeci vracet nebudu, že?"
0,"Super kafe,kvalitní provedení výrobku.automatické čištění.rozdíl mezi cenou cca 8000 a cca 20000 jen v designu a v ovládaní (display ) hardwarově totožné"
0,"Kávovar splnil naše očekávání, jednoduchá obsluha, dobrá káva"
0,"Vyborne kafe, vse automaticke ;))"
1,"Vysouvací hubice nemá aretaci a při vysávání se nechtěně zasouvá, při upevnění držáku na stěnu se vysavač špatně nasazuje a hrozí vypadnutí"
0,"V práci ideální, široký výběr nápojů, jednoduchá obsluha, minimální údržba, nízké pořizovací náklady. zatím testuji jednotlivé druhy kapslí"
1,Při ždímání na větší otáčky hlučnost a velké vibrace
1,"Nenaseká ovoce úplně, ve smoothies zůstávají velké kusy. Lahve nejsou zrovna robustní. Nedají se sehnat náhradní lahve. Hodila by se 'normální' mixérová nádoba, do lahví se toho moc nevejde"
1,Kdo vymyslel červenou šňůru pro všechny barvy spotřebičů
1,"Trošku větší,ale nijak to nevadí. Hůře se ze dna vyškrabává rozmixovaná směs"
0,Velmi dobrý systém stabilizace při odstřeďování
1,Přímo v obchodě se k tomu nedá dokoupit doplněk
1,Při manipulaci se hodně plete držák vysavače s držákem odpadní nádoby. není to ale funkční vada je to jen značně nepraktické - nějak to při výrobě nedomysleli
0,Rychlé nahřátí vody i příprava kávy
0,"Krásná barva, prostorná, tichý chod"
1,"Čtyři 360° kolečka nejsou žádnou výhodou, přes kabel nepřejede, navíc má tendenci při manipulaci přetáčet se na záda. nejlepší je tedy nosit ho při vysávání v ruce, což při jeho váze ale není žádná legrace. Kobercová hubice je pro mě velkou záhadou. na různých kobercích se chová jinak. buď s ní nelze po koberci vůbec šoupat (ani po snížení výkonu vysavače) a nebo naopak jezdí bez známky přítlaku ke koberci. nic mezi. takže opět nepoužitelná hubice"
1,Špatně se vytahují spodní šuplíky. musí se směrem nahoru a je to dost nešikovné
0,"Super saje,je ještě lepší než jsem doufala"
0,"Po vyzkoušení jsem velice spokojena na 100%. Drcení ořechů, šípků i sekání masa bylo perfektní"
0,Vysavač je velmi tichý
1,Menší zásobník na vodu
0,"Přítelkyně spokojená, používá denně, vše krásně do hladka rozmixuje"
0,Jednoducha obsluha a variabilnst
0,"Kvalitní vysavač,na rychlý ůklid drobků nemá chybu"
0,Koupeno dle testu v dtest.cz
1,Malé držadlo pro přenášení
1,Zatím nebyl čas vyzkoušet další funkci
0,Zdá se že je skutečně lepší než původní model. lepší materiál i provedení
1,Ovládání na pračce není česky
0,Dobrá komunikace pro upřesňující info před nákupem. pohodlné objednání z domu a rychlé dodání
0,"Plně splňuje moje požadavky,. Rozhodla jsem se na základě recenzí uživatelů"
1,"Po doručení byl kávovar  vybalen a vyzkoušen, bohužel nefunkční - teče-/domnívám se, že ne vinou obchodu/, a proto byl vrácen"
1,"Malý objem, => vyluxovat 1. pokoj, vyčistit, 2. pokoj, "
0,"Malá úsporná lednička třídy a++, známá značka, vhodná na chatu při sezónním provozu"
1,"Prádlo nepříliš vyždímané,v prostoru kde je možnost odkapávání dostačující"
0,Tichá a funkční. perfektní rozložení vnitřního prostoru
1,"Červená přívodní šňůra k elektřině, chápu u červeného provedení, ale u ostatních barevných kombinací naprosto nepochopitelné!!!  osobně jsem o tomto faktu věděl a protože kabel nebude v mém případě vidět, tak jsem to neřešil, ale jiným to může znepříjemnit život"
1,Nemám zatím nic proti
1,Výdrž baterie do tří let
0,"Možnost vlastního nastavení otáček sušení, přehledné programy"
0,"Kupovala jsem pro rychlý,úklid. splnil očekávání"
1,Slabší výkon na koberci
1,Asi bude mít vyšší spotřebu energie než uvádí výrobce. Asi po týdnu se začala namrazovat horní část vnitřku mrazáku. Odmrazuje se pouze chladnička
1,"Inzerují zboží,které nemají. v mém případě vysavač eta neptun 2404. podle informací z elektro prodejny v místě mého bydliště byla výroba tohoto vysavače již ukončena a nástupcem se stal vysavač poseidon"
0,"Za ty peníze není co vytknout. Naprosto tichá, největší hluk dělá napouštějící se voda"
1,"Na hladkem povrchu (dlazba,plovoucka) nevysaje vse. musi se s nim misto parkrat prejet.ale neni to nic dramatickeho"
1,"Bez možnosti regulace, parketová hubice s nevhodným uspořádíním štětin, nevhodný kartáč na rukojeti (nejde vyčistit), poměrně těžká trubice"
0,"Používali jsme i předchozí typ k plné spokojenosti.bylo nutno vyměnit /opotřebovaný,vydřený převod metel,hnětače/ za cca 10 let používání.volili jsme osvědčený model a značku"
1,Délka trvání některých programů pro praní prádla
0,Cenově výhodná nabídka a dobrá značka
1,"Hned při instalaci se rozbila nožička. Nemá praní na 95, ale 'pouze' na 90"
1,Mohla by mat 1.200 otacok zmykania a jemnejsie otvaranie dvierok + automaticke nastavenie bubna hore pri dokonceni pracieho prgramu
1,Dodán nefunkcni kus. ihned vrácen
0,Jednoduché čištění filtru a snadná demontáž nádoby na nečistoty
1,Má problémy s kamínky na podlaze auta
0,Tichý výkonný pomocník v domácnosti a hlavně lehký
0,"Tichý chod, jednoduché programování, dobře vyždímané prádlo"
1,Nepamatuje si poslední nastavený program. Bez mobilní aplikace nelze nastavit program šetrnějšího praní. Bez mobilní aplikace nelze nastavit program 'žehlení'. Bez mobilní aplikace nelze nastavit program lepšího ždímání
1,Docelá hlučná ale dá se zvyknout. Barový pult nanic místo toho by mohly být vevnitř poličky ve dveřích
0,"Super mašina na výrobu perfektního pressa,capuccina a laté"
0,"Téměř bez hluku, nevibruje a výborně pere"
0,"Skladný , slušný  tah , bez sáčku"
1,"Potřeba nakrájet ovoce na malé kousky, jinak nepropadnou k mixeru"
1,Obtížně přestavitelná změna směru otvírání dveří. Relativně malý užitný prostor lednice
1,"Nesignalizuje před započetím přípravy kávyprázdnou nádržku nebo plný zásobník sedlin, takže se stává, že je proces během přípravy přerušen,j e potřeba to to kontrolovat, už jsem si zvykla"
0,Velký pěkné osvětlení uvnitř. Výborně  chladí a mrazí jsem spokojen
1,Nejdou dobre vyndavat metla na slehani
1,Prozatím nevím o ničem
0,Pračka splnila všechny očekávané předpoklady. doporučuji
0,"Vysoký výkon, rozumná cena, bezsáčkový"
1,Výrobek prodávaný v čr bez českého návodu (ale anglicky to tam je)
0,Káva je horká po dovaření
0,Známý výrobce s dobrou pověstí
0,Moc se líbí každému kdo ji viděl (i chlapům:-)
0,"Tohle je ten jediny spravny tycovy mixer. je znat, ze je vyraben ve svycarsku, ne v cine. neskutecny vykon a je skvele, ze muzete menit noze podke potreby. muzete sekat, ale i slehat apod. Velice snadna udrzba, je z tak kvalitnich materialu, ze staci oplachnout vodou. jidlo na nohu mixeru neprilnava"
1,Pusobi dost lacinym a forovym dojmem
0,Poměr výkon/cena velmi dobr
1,Hubice je docela těžká a je docela obtížná manipulace s ní
0,Nápoje z něj jsou kvalitní
1,"Malá možnost výškového nastavení polic (ve dveřích žádná) - problém s umístěním vyšších lahví po otevření na stojato. Žádné extra funkce ( ale ty stejně nejsou potřeba). Zvláštní režim dovolené, který údajně zcela vypíná chladničku,což mi přijde příliš radikální vzhledm k tomu, že i o dovolené zůstávají v chladničce trvanlivější potraviny (vajíčka, máslo,sádlo,rozdělané marmelády atd)"
1,"Mrkev celou neposeká, nutno zmenšit"
0,"Děti začali více ,,pít,, ovoce a zeleninu, kterou by normálně nesnědli"
1,"Vysavač je kompletně z plastu krom trubky .mám obavu, že se brzo rozbijí ty cvoky co drží nástavce"
0,"Lehký do ruky, dobře se drží ahlavně splní účel"
1,Mohlo by být lepší uchycení ždímacího bubnu
0,Čistota vypraného prádla odpovídá nastavenému programu
0,Neskutečně vysoký sací výkon. Na plný výkon se přicůcne ke koberci a nejde s ním ani hnout :). Tišší než starší typ
0,Výborný při cestování. je malý
0,Levný a výkonný navíc bez sáčků perfekt jak na plovoučku tak koberec
0,Super chuť všech káv. Mléčné nápoje jedním stiskem. Jednoduchá údržba všech částí
0,Lehký a pohotový na ovládání. Opakovaná dobrá zkušenost se značkou
1,"Při přenášení se převažuje kupředu, ale vzhledem k váze to není velký problém. Trošku zápasím s vkládáním hadice do držáku"
0,Kompaktní a úsporné espresso s dobrou kávou
1,Neuzavíratelné boxíky ve dveřích
0,"Za ty peníze, luxusní kávovar, není hlučný, výborná káva, lehké zacházení"
1,Konektor trubice a hadice by mohl mít menší vůli
0,Jednoduchá obsluha a údržba. Po použití stačí vypláchnout horkou vodou
0,Kvalitní výrobek za přijatelnou cenu
1,"Zatím nic,mam ho chvili"
1,Na čistící hubicí nedrží černý kartáč ale jinak super
1,"Chybí nějaký držák na nože a samotný mixér, vše je potřeba dát do poličky"
1,"V základu není žádné příslušenství a v návodu není ani uvedeno,jaké existuje"
0,"Supr kávovar do kanceláře. Snadná obsluha, velké zásobníky"
0,"Lednice jsem vzal pro rodice , stejnou jiz rok vlastním a jsem s ní spokojen "
0,Otvírání bezvyčnívajícího madla dvířek
0,V obchodech elektro není k sehnání
1,Vyšší hlučnost než jsem čekal
1,V balení chyběl testovací proužek na tvrdost vody. Hlavní otočný volič 'přeskakuje'. nastavení požadované velikosti kávy je o nervy
0,"Jako průmyslový vysavač pro použití do sklepa zcela dostatečné. Kvalitní výkon, zpracování, design"
0,Poměr cena výkon - super
0,Hodně nástavců včetně rotačních na srst domácích zvířat
1,"Přímo na pračce jsou  názvy programů v angličtině a my jakožto senioři  musíme stále hledat v brožuře český návod. ale až se to naučíme, můžeme se řídit třeba symboly"
1,"Ponorný mixér 'dost rychlý', musí být hodně ponořený i při nejnižších otáčkách, aby vše 'nestříkalo' kolem"
1,"Jen a+, ale po přepočítání úspory energie tak ta lednice než zaplatím za energie bude již babička"
0,Velmi slušná za dobrou cenu
0,"Na program č. 10 + 90minut sušení mám za cca 3:30 vypráno a vysušeno.  za mě je to super !. Lze zapnout samostatné sušení, ždímání, . Program na 45 minut i s vysušením mám vyzkoušeno a doporučuji. Je naprosto tichá !!!. Pere v dostatku vody :-). Prádlo do sušičky nedávám v polovičním množsví. nechám ho na sušení tolik, kolik ho dám prát. Za nízkou cenu super"
1,"Popisky na pračce v angličtině, v češtině pouze na samolepce. není to estetické"
1,"Není automatické navíjení, trošku složitější manipulace při čištění vysavače,myslím,že po několikerém používání na to přijdu, jak si vyhovět"
1,U některých programů nutnost ručního nastavení a ručního vypnutí
0,Prozatím vše v pořádku
1,Velká spotřeba kávy a mléka
1,"Vysavač neumí přejet vlastní kabel, takže je třeba dávat pozor, aby se do kabelu nezamotal"
1,"Krátký přívodní 230v kabel. jen 120cm! bohužel u staršího rozvodu el. kde je zásuvka ve výšce 140cm je to problém. bohužel jsem musel použít prodlužovací kabel, hrůza. Délka pracího programu je dlouhá. u předešlé pračky sodného výrobce je min. čas na bavlnu 60`při 1200 ot. 1:50!!! u dřívější pračky bylo možno nastavit čas na 0:50min. Názvy programů v angličtině. není problém se, ale orientovat jen symboly"
1,Nemá možnost zkrácení programu
0,"Nízká cena, pračka i sušička v jednom, rozměry"
0,Praktický tyčový lux 2 v 1. Po nabití kdykoli k luxování. K dispozici je ruční lux
1,Mrazničku nelze samostatně vypnout. Nesnadná manipulace s naplněným  horním šuplíkem v mrazničce. Chybí vybavení ledničky schránkou na vajíčka. Prostý designe jednotlivých schránek a poliček v ledničce včetně šuplíků v  mrazničce
0,Skvěle vyřešený úložný prostor v mražáku
1,Zatím jsem nic nezjistila
0,"V recenzích psáno, že je dostačující pro tříčlennou domácnost. musela by to být rozežraná rodina, my jsme tři a je nám velká :-). Šedá barva super, není to nerez a nejsou na tom vidět omaky našeho malýho synka. Madla pro otevírání lednice jsou nerez, takže mi časem neprasknou, jako u staré lednice ta plastová"
0,"Opravdu mixér pro zpracování tvrdého ovoce,zeleniny,ořechů i ledu"
0,"Super chlazení, super mrazení - jak zmáčknutím čudlíku, tak automaticky, když lednička pozná, že jste do ní vložili větší množství jídla. Dvířka se dají nastavit na otevírání vlevo i vpravo. Zvenku nic nesvítí, všechny displeje jsou za dveřmi. Velký šuplík na ovoce a zeleninu. Šuplíky v mrazáku se dají vyndat, pak používáte přímo police. Šikovná vychytávka - vyklápěcí hubička na dně mrazáku, kterou při odmrazování odtéká voda do připravené poličky ze dveří lednice"
1,"Již po třech týdnech signalizace vyčistění  přístroje,čekal bych delší dobu provozu bez čistění,muselo být provedene odvápnění a je zase vše ok,bohužel stupeň tvrdosti vody u nás č.4"
1,Mám krátce - zatím nic
1,Neni ukazatel zbyvajiciho casu programu
1,"Příliš plochý přívodní kabel, zasekává se pod nábytkem"
0,"Malá velikost, výkonný, málo hlučný, desing"
1,"Lze velmi těžko otevírat, otevírací pohyb hýbe s celou lednicí"
1,"Jen maličkost, mohli by být podsvícené nápisy "
1,"Klasická madla by asi byla pohodlnější, snad si svyknu na tento způsob otevírání"
1,"Mrazák nelze samostatně vypnout - nevšimla jsem si při koupi. Lednička občas cvaká, nevím, zda to později přestane, mám jí teprve pár dní"
1,Říká se ze co projde vodou je ciste.vadi mi akorát jedna věc ze jsou moc usporne co se tice vody
0,"Prej silný motor, vysoké otáčky, skleněná nádoba, odolná vůči opotřebení, jednoduché ovládání,"
0,Vyborně splňuje moje očekávání
0,Top produkt posledních pár let. Poměr výkon / cena. Tichý oproti ostatním kávovarům
0,Snadná obsluha - převážně zepředu a shora poblíž čelní stěny. Výborná káva - příprava ze zrnkové i mleté kávy. Hezký design stříbrné verze
1,"Přenášení vysavače za rukověť manuál nedoporučuje,jak tedy?"
1,Mohl by být pevnější
1,Zatím o ničem nevím
0,Zvládá úklid po dvou psech
0,"Odepínaci nádobka s filtrem,odnesete vyklopíte do koše"
0,"Velmi kvalitní vysavač, výborná manipulace"
1,Hlučnější motor a zpracování
1,Není možnost nastavit množství kávy
1,Při nepozornosti možnost poranění břity - při nasazení hlavice bez nádoby. nezajištěný vypínač
1,"V našem případě došlo k poruše přístroje, po 5 kávách z přístroje za čala vytékat voda pod přístroj"
0,Mám jiné výrobky elektrolux a jsem snimi spokojen
0,Za jeho cenu značná užitná hodnota
0,"Celková spokojenost , doporučuji"
0,Pračku mám krátce. zatím velká spokojenost
0,Mokré i suché vysávání
1,"Tlačítka je potřeba zatlačit hodně hluboko a občas se tam zaseknou (pouze nevyskočí, motorek se vypne jak má). Sekáček nebere úplně odedna nádobky, ale to je u většiny obdobných"
1,"Mohla by být větší nabídka příchutí káv k tomuto kávovaru. Malé balení kapslí,vyšší cena kapslí"
1,Trošku dražší sáčky sbag
0,Na mrňouse docela silák
0,Snadné otevírání a výměna všech komponentů. Robusní držáky a hadice. Velmi dobře vysává v rozích a krajích
0,"Vysavač již máme koupený podruhé. první vydržel 8 let bez vady.jsme maximálně spokojení. stačí vylít špinavou vodu, nemusí se kupovat žádné sáčky"
1,Nezvládne udělat dva standardní šálky najednou
1,"Chybí český návod!!! rumunský a madarský je v balení.nechápu. Vyrobeno v turecku :-( bosch z turecka,kam to spěje. Zastaralý design, červené lcd už není ani na digitálních budíkách. Neumí prát na vyšší teploty"
1,Mohl by byt o neco vetsi
1,Hlučná při vysokých otáčkách ždímání
0,Není o moc hlučnější než běžný vysavač. Automatické zapínání a vypínání v kombinaci s připojeným nářadím. Hodí se na luxování interieru auta. Možnost použití bez sáčků (nedoporučuje se na jemný prach)
0,"Estetický vzhled, malé rozměry"
0,Kvalitní výrobek za rozumnou cenu
1,Prehozeni dveri na druhou stranu byl des
1,"Lehce se 'hobluje' plastová část co roztáčí nože, ale zatím nemá vliv na funkčnost"
1,Po zastavení ještě dost dlouho dokapává
1,"Mírné vibrace,pohyb hrnků, nechá se odstranit podložením látkou upravenou proti posunu"
0,Výhoda displeje v češtině
0,Kavovar nema zbytecne funkce a jednoduse se ovlada
1,Nesedí na menší hrnek
1,Otevírání víka pro vložení kávy/čaje jde trochu ztuha
